,Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
1021,Crucial Ballistix Sport LT series white,$144.34 USD,Crucial,BLS4K8G4D30AESCK,649528788719,,DDR4-3000,32 GB,3000,15-16-16,4,https://www.amazon.ca/dp/B07M9HZFP3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1022,Crucial Ballistix Sport LT series white,$149.42 USD,Crucial,BLS2K16G4D30AESC,649528788726,,DDR4-3000,32 GB,3000,15-16-16,2,https://www.amazon.ca/dp/B07MD3WDLS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1023,Crucial Ballistix Sport LT series white,$247.43 USD,Crucial,BLS4K16G4D30AESC,649528788733,,DDR4-3000,64 GB,3000,15-16-16,4,https://www.amazon.ca/dp/B07MNJP6RX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1024,Crucial Ballistix Sport LT Series white DDR4-2400,$40.19 USD,Crucial,BLS2K4G4D240FSC,649528774262,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B01AG9F0G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1025,Crucial Ballistix Sport LT Series white DDR4-2400,$120.33 USD,Crucial,BLS2K8G4D240FSC,649528774279,,DDR4-2400,16 GB,2400,16-16-16,2,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS2K8G4D240FSC/dp/B01AG9EZ3M?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01AG9EZ3M
1026,Crucial Ballistix Sport LT Series white DDR4-2400,$127.19 USD,Crucial,BLS2K16G4D240FSC,649528774286,,DDR4-2400,32 GB,2400,16-16-16,2,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS2K16G4D240FSC/dp/B01AG9EZ6E?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01AG9EZ6E
1027,Crucial Ballistix Sport LT white DDR4-2666 CL16,$40.29 USD,Ballistix,BLS2C4G4D26BFSC,649528781734,,DDR4-2666,8 GB,2666,,2,https://www.amazon.ca/dp/B06XJ5LT72?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1035,Crucial Ballistix Tactical Tracer RGB,$56.76 USD,Crucial,BLT8G4D32AET4K,649528789341,,DDR4-3200,8 GB,3200,16-18-18,1,https://www.amazon.ca/dp/B07WQ2JY1Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1036,Crucial Ballistix Tactical Tracer RGB,$141.18 USD,Crucial,BLT4C8G4D26BFT4K,649528785602,,DDR4-2666,32 GB,2666,16-18-18,4,https://www.amazon.ca/dp/B07B92LMLF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1037,Crucial Ballistix Tactical Tracer RGB,$141.18 USD,Crucial,BLT4K8G4D26BFT4K,649528785626,,DDR4-2666,32 GB,2666,16-18-18,4,https://www.amazon.ca/dp/B07B92LMLF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1038,"Crucial Ballistix Tactical, DDR4-3000, CL15 - 8 GB Kit",$65.28 USD,Crucial,BLT2C4G4D30AETA,649528778789,,DDR4-3000,8 GB,3000,16,2,https://www.amazon.ca/Ballistix-Tactical-PC4-21300-288-Pin-Memory/dp/B01HDUVNQY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HDUVNQY
1047,Crucial DDR4-2133 CL15 Reg. ECC,$202.21 USD,Crucial,CT16G4RFD4213,649528767509,,DDR4-2133,16 GB,2133,,1,https://www.amazon.ca/Crucial-PC4-2133-Registered-288-Pin-CT16G4RFD4213/dp/B00KK8XNLA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00KK8XNLA
1050,Crucial Value Series DDR4-2400,$15.99 USD,Crucial,CT4G4DFS824A,649528769817,,DDR4-2400,4 GB,2400,17-17-17,1,https://www.amazon.ca/dp/B019FRDFU0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1180,G.Skill Ripjaws V DDR4-2400 16GB,$50.77 USD,G.Skill,F4-2400C15D-16GVR,848354013198,848354013198.0,DDR4-2400,16 GB,2400,15-15-15-35-2N,2,https://www.amazon.ca/dp/B013J7T5K6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1182,G.Skill Ripjaws V DDR4-2400 32GB,$87.04 USD,G.Skill,F4-2400C15D-32GVR,848354013273,848354013273.0,DDR4-2400,32 GB,2400,15-15-15-35-2N,2,https://www.amazon.ca/dp/B018OB5RB8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1183,G.Skill Ripjaws V DDR4-2400 8GB,$42.9 USD,G.Skill,F4-2400C15D-8GVR,848354013112,848354013112.0,DDR4-2400,8 GB,2400,15-15-15-35-2N,2,https://www.amazon.ca/dp/B013GHSKR8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1218,G.Skill Ripjaws V DDR4-3000 16GB,$79.78 USD,G.Skill,F4-3000C15D-16GVKB,4719692004574,,DDR4-3000,16 GB,3000,15-16-16-35-2N,2,https://www.amazon.ca/G-SKILL-F4-3000C15D-16GVKB-Ripjaws-288-PinDDR4-3000MHz-Classic/dp/B01MA37COX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MA37COX
1224,G.Skill Ripjaws V DDR4-3000 32GB,$164.65 USD,G.Skill,F4-3000C15Q-32GVR,4719692004352,,DDR4-3000,32 GB,3000,15-15-15-35-2N,4,https://www.amazon.ca/G-SKILL-F4-3000C15Q-32GVR-Ripjaws-288-PinDDR4-3000MHz-Crimson/dp/B013Q4OGFG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B013Q4OGFG
1239,G.Skill Ripjaws V DDR4-3200 32GB,$208.9 USD,G.Skill,F4-3200C15Q-32GVR,848354019466,848354019466.0,DDR4-3200,32 GB,3200,15-15-15-35-2N,4,https://www.amazon.ca/G-SKILL-F4-3200C15Q-32GVR-Ripjaws-288-PinDDR4-3200MHz-Crimson/dp/B01C6XPXUU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01C6XPXUU
1269,G.Skill RipJaws V Series,$119.68 USD,G.Skill,F4-3000C15D-32GVR,4719692004390,,DDR4-3000,32 GB,3000,15-15-15-35,2,https://www.amazon.ca/dp/B01B3T4A3Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1272,G.Skill Ripjaws-X DDR3-1600 CL9,$36.26 USD,G. Skill,F3-12800CL9D-8GBXL,848354006725,,DDR3-1600,8 GB,1600,,2,https://www.amazon.ca/G-SKILL-F3-12800CL9D-8GBXL-Ripjaws-240-Pin-DDR3-1600MHz/dp/B004I763AW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004I763AW
1276,G.Skill Sniper X Series,$156.67 USD,G.Skill,F4-3200C16Q-32GSXFB,4719692019660,,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/G-SKILL-F4-3200C16Q-32GSXFB-288-Pin-PC4-25600-Desktop/dp/B079ZM22V7?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZM22V7
1277,G.Skill Sniper X Series,$170.37 USD,G.Skill,F4-3200C16Q-32GSXWB,4719692019646,,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/G-SKILL-F4-3200C16Q-32GSXWB-288-Pin-PC4-25600-Desktop/dp/B079ZM4N7X?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZM4N7X
1278,G.Skill Sniper X Series,$175.19 USD,G.Skill,F4-3200C16Q-32GSXKB,4719692019653,,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/G-SKILL-F4-3200C16Q-32GSXKB-288-Pin-PC4-25600-Desktop/dp/B079ZMP7ZT?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZMP7ZT
1426,G.Skill Trident Z RGB DDR4-2400 16GB,$93.47 USD,G.Skill,F4-2400C15D-16GTZR,848354025115,,DDR4-2400,16 GB,2400,15-15-15-35-2N,2,https://www.amazon.ca/dp/B01N15BAO9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1427,G.Skill Trident Z RGB DDR4-2400 32GB,$199.85 USD,G.Skill,F4-2400C15Q-32GTZR,848354025122,848354025122.0,DDR4-2400,32 GB,2400,15-15-15-35-2N,4,https://www.amazon.ca/dp/B01MRADRTK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1433,G.Skill Trident Z RGB DDR4-3200 32GB,$137.81 USD,G.Skill,F4-3200C16Q-32GTZR,848354024989,848354025184.0,DDR4-3200,32 GB,3200,16-18-18-38,4,https://www.amazon.ca/dp/B01MSBS0UT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1437,G.Skill Trident Z RGB DDR4-3866 16GB,$159.03 USD,G.Skill,F4-3866C18D-16GTZR,848354024941,,DDR4-3866,16 GB,3866,18-19-19-39-2N,2,https://www.amazon.ca/dp/B01N5WGNDN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1449,G.Skill Trident Z RGB Series,$108.07 USD,G.Skill,F4-3000C16D-16GTZR,4719692015457,848354025450.0,DDR4-3000,16 GB,3000,16-18-18-38,2,https://www.amazon.ca/dp/B06WP4L3D7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1508,HyperX Fury blue DDR3-1333 CL9,$34.06 USD,Hynix,HX313C9F/4,740617230215,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/dp/B00J8E8ZK6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1509,HyperX Fury blue DDR3-1333 CL9,$52.65 USD,Hynix,HX313C9F/8,740617230222,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/dp/B00J8E8Z6A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1510,HyperX Fury blue DDR3-1333 CL9,$53.24 USD,HyperX,HX313C9FK2/8,740617230284,740617230284.0,DDR3-1333,8 GB,1333,,2,https://www.amazon.ca/dp/B00J8E912M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1511,HyperX Fury blue DDR3-1333 CL9,$83.75 USD,HyperX,HX313C9FK2/16,740617230277,,DDR3-1333,16 GB,1333,,2,https://www.amazon.ca/dp/B00J8E918G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1512,HyperX Fury red DDR3-1333 CL9,$30.41 USD,HyperX,HX313C9FR/4,740617230291,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/dp/B00J8E9316?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1513,HyperX Fury red DDR3-1333 CL9,$57.86 USD,HyperX,HX313C9FRK2/8,740617230321,740617230321.0,DDR3-1333,8 GB,1333,,2,https://www.amazon.ca/dp/B00J8E92TE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1514,HyperX Fury red DDR3-1333 CL9,$90.08 USD,HyperX,HX313C9FRK2/16,740617230314,,DDR3-1333,16 GB,1333,,2,https://www.amazon.ca/dp/B00J8E92Y4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1515,HyperX Fury red DDR3-1600 CL10,$37.7 USD,HyperX,HX316C10FR/4,740617230451,740617230451.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B00J8E908M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1516,HyperX Fury black DDR3-1333 CL9,$30.51 USD,HyperX,HX313C9FB/4,740617230239,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/dp/B00J8E8YKC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1517,HyperX Fury black DDR3-1333 CL9,$48.59 USD,HyperX,HX313C9FB/8,740617230246,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/dp/B00J8E8YWA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1518,HyperX Fury black DDR3-1333 CL9,$52.56 USD,HyperX,HX313C9FBK2/8,740617230260,,DDR3-1333,8 GB,1333,,2,https://www.amazon.ca/dp/B00J8E91K4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1519,HyperX Fury black DDR3-1333 CL9,$96.27 USD,HyperX,HX313C9FBK2/16,740617230253,,DDR3-1333,16 GB,1333,,2,https://www.amazon.ca/dp/B00J8E91Z4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1520,HyperX Fury black DDR4-2400 CL15,$111.03 USD,HyperX,HX424C15FBK4/16,740617240665,740617240665.0,DDR4-2400,16 GB,2400,,4,https://www.amazon.ca/dp/B00TPQPUMS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1523,"HyperX Fury Series, DDR4-2666, CL15 - 8 GB Kit",$58.33 USD,HyperX,HX426C15FBK2/8,740617244380,,DDR4-2666,8 GB,2666,15-17-17,2,https://www.amazon.ca/Kingston-Technology-HyperX-PC4-21300-HX426C15FBK2/dp/B013H7QBTG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B013H7QBTG
1524,HyperX Fury white DDR3-1333 CL9,$31.96 USD,HyperX,HX313C9FW/4,740617230338,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/dp/B00J8E9064?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1525,HyperX Fury white DDR3-1333 CL9,$52.75 USD,HyperX,HX313C9FW/8,740617230345,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/dp/B00J8E9230?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1526,HyperX Fury white DDR3-1333 CL9,$56.21 USD,HyperX,HX313C9FWK2/8,740617230369,,DDR3-1333,8 GB,1333,,2,https://www.amazon.ca/dp/B00J8E8Z1K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1527,HyperX Fury white DDR3-1333 CL9,$94.96 USD,HyperX,HX313C9FWK2/16,740617230352,,DDR3-1333,16 GB,1333,,2,https://www.amazon.ca/dp/B00J8E91N6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1530,HyperX Predator DDR3-2133 CL11,$149.87 USD,HyperX,HX321C11PB3K2/16,740617258585,,DDR3-2133,16 GB,2133,,2,https://www.amazon.ca/Kingston-Technology-2133MHz-HX321C11PB3K2-16/dp/B01G845PDS?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01G845PDS
1534,HyperX Predator DDR4-3000 CL15,$69.93 USD,HyperX,HX430C15PB3K2/8,740617258493,,DDR4-3000,8 GB,3000,,2,https://www.amazon.ca/HyperX-Predator-3000MHz-Desktop-HX430C15PB3K2/dp/B01GCWQ2MY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GCWQ2MY
1535,HyperX Predator DDR4-3000 CL15,$189.21 USD,HyperX,HX430C15PB3K2/16,740617258516,740617258516.0,DDR4-3000,16 GB,3000,,2,https://www.amazon.ca/dp/B01GCWQ4JA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1536,HyperX Predator DDR4-3000 CL15,$311.11 USD,HyperX,HX430C15PB3K4/16,740617258486,,DDR4-3000,16 GB,3000,,4,https://www.amazon.ca/dp/B00M7S8FR8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1538,HyperX Predator DDR4-3200 CL16,$115.16 USD,HyperX,HX432C16PB3K4/16,740617258448,,DDR4-3200,16 GB,3200,,4,https://www.amazon.ca/Kingston-Technology-HyperX-HX432C16PB3K4-16/dp/B01GCWQ9TK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GCWQ9TK
1539,HyperX Predator DDR4-3200 CL16,$265.84 USD,HyperX,HX432C16PB3K4/32,740617258431,,DDR4-3200,32 GB,3200,,4,https://www.amazon.ca/dp/B00Q86P4YC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1547,HyperX Savage red DDR3-2133 CL11,$314.09 USD,HyperX,HX321C11SR/8,740617234558,,DDR3-2133,8 GB,2133,,1,https://www.amazon.ca/dp/B00NIX4EOY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1552,HyperX Savage red DDR3-2400 CL11,$87.83 USD,HyperX,HX324C11SRK2/8,740617234619,,DDR3-2400,8 GB,2400,,2,https://www.amazon.ca/dp/B00N9PVXY0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1563,"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher",$93.97 USD,Kingston,KCP313ND8/8,740617253658,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/dp/B01B5SKBOA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1564,"Kingston Branded DDR3-1333 CL9, 1,5 V Systemspeicher Single Rank",$26.11 USD,Kingston,KCP313NS8/4,740617253641,740617253641.0,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/dp/B01B5SKC0I?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1566,"Kingston Branded DDR3-1600 CL11, 1,5 V Systemspeicher Single Rank",$26.66 USD,Kingston,KCP316NS8/4,740617253689,740617253689.0,DDR3-1600,4 GB,1600,,1,https://www.amazon.ca/dp/B01B5SKBWC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1580,Kingston DDR3-1333 Value CL9,$48.11 USD,Kingston,KVR1333D3N9/8G,740617195613,740617195613.0,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/dp/B0069RXHF8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1581,Kingston DDR3-1333 Value CL9,$125.32 USD,Kingston,KVR13N9K2/16,740617206661,,DDR3-1333,16 GB,1333,,2,https://www.amazon.ca/dp/B00864RASM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1591,Kingston DDR4-2400 CL17 reg ECC - HP branded,$231.2 USD,Kingston,KTH-PL424/32G,740617259124,740617259124.0,DDR4-2400,32 GB,2400,,1,https://www.amazon.ca/dp/B01FSUJC9Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1593,Kingston Fury Beast,$53.66 USD,Kingston,KF436C17BBK2/16,740617319781,,DDR4-3600,16 GB,3600,CL17-21-21,2,https://www.amazon.ca/dp/B097K54WGV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1594,Kingston Fury Beast,$166.1 USD,Kingston,KF436C18BBK2/64,740617319729,,DDR4-3600,64 GB,3600,18-22-22,2,https://www.amazon.ca/dp/B097K4VHJ2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1595,Kingston Fury Beast RGB,$86.31 USD,Kingston,KF436C18BBAK2/32,740617319057,,DDR4-3600,32 GB,3600,18-22-22,2,https://www.amazon.ca/dp/B097HPN1S3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1596,Kingston Fury Beast RGB,$158.12 USD,Kingston,KF436C18BBAK2/64,740617319019,,DDR4-3600,64 GB,3600,18-22-22,2,https://www.amazon.ca/dp/B097HPT64T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1598,Kingston Fury Renegade,$92.6 USD,Kingston,KF436C16RBK2/16,740617322484,,DDR4-3600,16 GB,3600,16-20-20,2,https://www.amazon.ca/dp/B097RJB155?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1599,Kingston HyperX Predator,$505.49 USD,Kingston,HX430C15PB3K4/64,740617258479,,DDR4-3000,64 GB,3000,15-17-17,4,https://www.amazon.ca/dp/B01GCWQ72O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1600,Kingston Server DIMM,$114.04 USD,Kingston,KSM26RD8/16HAI,740617270860,,DDR4-2666,16 GB,2666,19-19-19,1,https://www.amazon.ca/dp/B07418MS61?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1602,Kingston Value DDR3-1333 CL9,$25.38 USD,Kingston,KVR13N9S8/4,740617207620,740617207620.0,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/dp/B008CP5Q7M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1603,Kingston Value DDR3-1333 CL9 Memory,$23.44 USD,Kingston,KVR13N9S6/2,740617228250,,DDR3-1333,2 GB,1333,,1,https://www.amazon.ca/dp/B00HV6V56O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
1671,Thermaltake Toughram RGB DDR4-3000 CL16 - 16 GB Dual-Kit,$98.54 USD,Thermaltake,R009D408GX2-3000C16B,4713227522052,,DDR4-3000,16 GB,3000,16-18-18-38,2,https://www.amazon.ca/Thermaltake-TOUGHRAM-Motherboard-Syncable-R009D408GX2-3000C16B/dp/B07XLV1CB1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07XLV1CB1
1673,Thermaltake Toughram RGB DDR4-4400 CL19- 16 GB Dual-Kit,$156.51 USD,Thermaltake,R009D408GX2-4400C19A,4713227523080,,DDR4-4400,16 GB,4400,19-25-25-45,2,https://www.amazon.ca/Thermaltake-TOUGHRAM-Motherboard-Syncable-R009D408GX2-4400C19A/dp/B0815V1YWT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0815V1YWT
